StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Condition,ParticipantID,Consent,Modified-TAS_1,Modified-TAS_2,Modified-TAS_3,Modified-TAS_4,Modified-TAS_5,Modified-TAS_6,Modified-TAS_7,Modified-TAS_8,Modified-TAS_9,Modified-TAS_10,Modified-TAS_11,Modified-TAS_12,Modified-TAS_13,Modified-TAS_14,Modified-TAS_15,Modified-TAS_16,Modified-TAS_17,Modified-TAS_18,Modified-TAS_19,Modified-TAS_20,Modified-TAS_21,Modified-TAS_22,Modified-TAS_23,Modified-TAS_24,Modified-TAS_25,Modified-TAS_26,Modified-TAS_27,Modified-TAS_28,Modified-TAS_29,Modified-TAS_30,Modified-TAS_31,Modified-TAS_32,Modified-TAS_33,Modified-TAS_34,MLQ-Pre_1,MLQ-Pre_2,MLQ-Pre_3,MLQ-Pre_4,MLQ-Pre_5,MLQ-Pre_6,MLQ-Pre_7,MLQ-Pre_8,MLQ-Pre_9,WCS-Pre_1,WCS-Pre_2,WCS-Pre_3,WCS-Pre_4,WCS-Pre_5,WCS-Pre_6,WCS-Pre_7,WCS-Pre_8,WCS-Pre_9,WCS-Pre_10,WCS-Pre_11,WCS-Pre_12,WCS-Pre_13,WCS-Pre_14,WCS-Pre_15,WCS-Pre_16,WCS-Pre_17,WCS-Pre_18,WCS-Pre_19,WEMWBS-Pre_1,WEMWBS-Pre_2,WEMWBS-Pre_3,WEMWBS-Pre_4,WEMWBS-Pre_5,WEMWBS-Pre_6,WEMWBS-Pre_7,WEMWBS-Pre_8,WEMWBS-Pre_9,WEMWBS-Pre_10,WEMWBS-Pre_11,WEMWBS-Pre_12,WEMWBS-Pre_13,WEMWBS-Pre_14,FlourishingScale-Pre_1,FlourishingScale-Pre_2,FlourishingScale-Pre_3,FlourishingScale-Pre_4,FlourishingScale-Pre_5,FlourishingScale-Pre_6,FlourishingScale-Pre_7,FlourishingScale-Pre_8,PHQ-Pre_1,PHQ-Pre_2,PHQ-Pre_3,PHQ-Pre_4,PHQ-Pre_5,PHQ-Pre_6,PHQ-Pre_7,PHQ-Pre_8,PHQ-Pre_9,STAI-Pre_1,STAI-Pre_2,STAI-Pre_3,STAI-Pre_4,STAI-Pre_5,STAI-Pre_6,STAI-Pre_7,STAI-Pre_8,STAI-Pre_9,STAI-Pre_10,STAI-Pre_11,STAI-Pre_12,STAI-Pre_13,STAI-Pre_14,STAI-Pre_15,STAI-Pre_16,STAI-Pre_17,STAI-Pre_18,STAI-Pre_19,STAI-Pre_20,STAI-Pre_21,STAI-Pre_22,STAI-Pre_23,DAT-Pre_4,DAT-Pre_5,DAT-Pre_6,DAT-Pre_7,DAT-Pre_8,DAT-Pre_9,DAT-Pre_10,DAT-Pre_11,DAT-Pre_12,DAT-Pre_13,DAT-Pre-Timing_First Click,DAT-Pre-Timing_Last Click,DAT-Pre-Timing_Page Submit,DAT-Pre-Timing_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,VMM-1,VMM-2,VMM-3,VMM-4,VMM-5,VMM-6,VMM-7,VMM-Timing_First Click,VMM-Timing_Last Click,VMM-Timing_Page Submit,VMM-Timing_Click Count,VMM-Questions_1,VMM-Questions_5,WCS-Post_1,WCS-Post_2,WCS-Post_3,WCS-Post_4,WCS-Post_5,WCS-Post_6,WCS-Post_7,WCS-Post_8,WCS-Post_9,WCS-Post_10,WCS-Post_11,WCS-Post_12,WCS-Post_13,WCS-Post_14,WCS-Post_15,WCS-Post_16,WCS-Post_17,WCS-Post_18,WCS-Post_19,MLQ-Post_1,MLQ-Post_2,MLQ-Post_3,MLQ-Post_4,MLQ-Post_5,MLQ-Post_6,MLQ-Post_7,MLQ-Post_8,MLQ-Post_9,VAS_Bowdle-Post_1,VAS_Bowdle-Post_2,VAS_Bowdle-Post_3,VAS_Bowdle-Post_4,VAS_Bowdle-Post_5,VAS_Bowdle-Post_6,VAS_Bowdle-Post_7,VAS_Bowdle-Post_8,VAS_Bowdle-Post_9,VAS_Bowdle-Post_10,VAS_Bowdle-Post_11,VAS_Bowdle-Post_12,EDI_1,EDI_2,EDI_3,EDI_4,EDI_5,EDI_6,EDI_7,EDI_8,ASC_Short_1,ASC_Short_2,ASC_Short_3,ASC_Short_4,ASC_Short_5,ASC_Short_6,ASC_Short_7,ASC_Short_8,ASC_Short_9,ASC_Short_10,ASC_Short_11,Trance_1,Trance_2,Trance_3,Qualitative,STAI-Post_1,STAI-Post_2,STAI-Post_3,STAI-Post_4,STAI-Post_5,STAI-Post_6,STAI-Post_7,STAI-Post_8,STAI-Post_9,STAI-Post_10,STAI-Post_11,STAI-Post_12,STAI-Post_13,STAI-Post_14,STAI-Post_15,STAI-Post_16,STAI-Post_17,STAI-Post_18,STAI-Post_19,STAI-Post_20,STAI-Post_21,STAI-Post_22,STAI-Post_23,DAT-Post_4,DAT-Post_5,DAT-Post_6,DAT-Post_7,DAT-Post_8,DAT-Post_9,DAT-Post_10,DAT-Post_11,DAT-Post_12,DAT-Post_13,DAT-Post-Timing_First Click,DAT-Post-Timing_Last Click,DAT-Post-Timing_Page Submit,DAT-Post-Timing_Click Count,Age,Gender,Psychedelic,Dissociative,PreviousVR,ReligiousScale_7,Nausea_1
4/23/24 13:01,4/23/24 16:09,0,169.236.169.82,100,11237,1,4/23/24 16:09,R_7BwH56LQvcD9OCu,,,,,37.3257,-120.4999,anonymous,EN,2,86389,4,3,2,4,2,1,2,5,1,2,1,1,3,5,1,1,2,2,3,2,2,4,2,3,2,1,2,1,3,1,3,1,2,2,1,3,6,5,4,5,3,5,6,5,5,5,6,5,5,4,6,6,6,4,5,4,5,5,4,2,3,5,6,3,3,3,2,4,3,2,2,3,2,2,4,4,3,4,6,4,6,5,5,4,6,3,3,4,4,4,3,3,2,1,4,3,4,4,2,2,4,3,2,3,2,3,2,4,3,3,2,3,2,3,3,2,3,dog,cat,bear,house,stadium,bag,card,cup,rock,phone,1.849,126.366,126.368,17,209.148,1250.056,1250.058,4,variety of colors dripping,Shower gel,perpendicular black clouds,a blaCK pheonix; some winged being,a flowing black surge of water splashing on a black body of water,leaves; a leaf entity,green cocoon,48.754,321.719,321.722,14,9,3,5,5,6,5,4,3,5,5,6,4,5,4,3,4,3,2,5,6,4,3,6,5,4,4,3,5,6,6,3,5,3,4,4,4,5,5,2,3,4,4,69,50,10,20,61,20,51,80,10,5,10,70,60,81,100,60,79,82,60,7,7,8,I felt curious on what the virtual world was like and how to explore it,3,2,4,4,2,2,3,2,3,4,2,3,4,2,3,3,1,4,3,3,1,1,2,truck,scooter,candy,grass,rope,train,ball,dice,shirt,ring,2.087,87.752,87.756,11,20,1,2,2,2,33,75
4/23/24 16:10,4/23/24 17:21,0,169.236.169.82,100,4258,1,4/23/24 17:21,R_1SkonnHY5hcGngW,,,,,37.3257,-120.4999,anonymous,EN,1,85579,4,5,2,4,2,2,2,4,3,4,4,3,3,1,2,3,3,2,2,2,3,2,2,4,3,4,3,2,4,3,4,3,4,2,2,4,3,7,3,6,4,6,7,7,5,6,6,5,4,3,7,5,6,7,6,6,4,5,5,7,5,7,3,3,2,4,4,2,3,2,3,2,2,2,3,4,3,5,5,7,6,4,6,5,6,2,2,2,2,2,2,2,2,2,3,3,4,4,2,1,3,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,2,Earth,Water,Food,Colin,Eric,Paul,Light,Keyboard,Monitor,Mouse,13.297,77.214,77.216,11,283.384,1576.716,1576.744,3,Happy,War,Impact ,Distortion ,Darkness,Merge,Collide,14.64,74.961,74.966,11,1.9,8,4,6,4,12,12,5,12,4,12,12,12,5,6,12,4,12,12,6,12,4,6,7,6,7,7,7,7,6,1,1,1,2,1,1,1,1,1,1,5,1,16,0,60,39,50,61,11,60,51,5,10,51,49,10,11,11,2,50,51,8,4,3,Drowsy ,4,4,2,2,2,1,3,2,1,1,3,1,1,1,1,4,3,3,3,3,1,3,2,Lightbulb,Bread,Door,Room,House,Eric,Gym,Classrooms,Apartments,Dorms,3.017,62.365,62.368,13,21,1,2,2,2,100,0
4/24/24 12:27,4/24/24 13:32,0,169.236.169.82,100,3882,1,4/24/24 13:32,R_2qVbWwg42nnszkv,,,,,37.3257,-120.4999,anonymous,EN,2,86875,4,2,3,4,5,3,5,5,5,5,1,4,3,5,4,5,4,2,4,4,5,2,5,5,3,4,4,3,3,4,5,5,4,2,4,3,6,5,3,6,3,7,5,5,5,3,7,6,7,3,6,5,5,5,5,3,3,3,6,6,6,2,7,3,2,2,1,5,2,3,2,3,2,2,4,4,3,2,6,3,4,5,5,3,3,3,2,4,3,1,2,2,3,1,3,3,2,2,3,1,2,2,1,1,2,1,3,4,2,2,2,2,1,2,1,2,1,buildings,trash,desert,forest,phone,god,time,plane,security ,box,29.78,215.98,215.982,18,135.629,1157.137,1157.139,3,flowy items connected lines with a shape of a complex chicken mushroom the darker colors towards the edge of the page signifies the end and the drips come in an upwards flow,on the left hand side i see a fish it could be a koi but i also see mountains that are covered in the glow of a sun,i see a meteor crashing into something a set of mountains the impact came hard and fast given the lines facing outwards giving the illusion of speed ,i see something leaping they are taking a big step to go as far away as possible the curved patterns make it seem almost like feathers that have grown misshapen and broken ,i see circles and lines intersecting it reminds me of a battle in space with the with the circles beinf planets and the lines intersecting paths with the course of impact giving the splatter like explosion ,this is a mirrored image it but its like i can see someone there are lots of eyes and hard lines that make me think it has an exoskeleton it looks like a monster ,this image is confusing to me it has lots of motion but there is no clear impact we can see that they come from the bottom of the page and loops upward but he fact that there is deeper shades towards the top of each blob it holds more mass and the subtle eye in the corner is constantly staring ,4.133,856.767,856.77,24,2.6,6,3,5,6,6,12,5,6,3,6,3,5,3,3,3,5,6,6,2,12,2,6,3,2,3,2,5,5,3,3,4,2,1,2,4,4,1,2,1,1,4,11,32,0,69,11,42,4,1,7,7,10,8,0,6,9,7,0,0,7,9,8,4,the vr experience felt more like a tour than anything there wasn't like a complete change but i knew that they based it off of a real factor with some changes but the vr was more cartoonish than real reality is it didnt affect how immersed i was unless i thought about it. I  felt excited to be able to run around and explore but less so when i realized that not all areas where mapped for full exploration.,3,2,2,1,3,1,1,3,1,1,1,1,4,3,2,2,1,1,2,2,1,2,1,ladder,tools,river,factory,timesheet,osha,safety,dull,Model,treat,10.47,160.602,160.605,16,23,2,1,1,3,67,5
4/24/24 13:47,4/24/24 14:48,0,169.236.169.82,100,3671,1,4/24/24 14:48,R_5feLLTuilP93XjM,,,,,37.3257,-120.4999,anonymous,EN,1,85564,4,4,5,5,3,2,4,5,3,2,1,4,5,1,3,1,2,5,2,4,5,2,5,2,5,2,3,5,3,2,2,4,5,4,5,5,5,3,2,5,5,6,3,3,5,6,6,5,3,5,7,2,6,5,5,1,1,3,3,6,5,6,5,3,3,3,3,2,3,2,2,2,3,2,3,1,2,5,6,6,6,6,6,7,6,1,4,4,3,2,2,4,2,1,2,3,4,1,1,1,3,2,1,1,2,1,1,4,2,2,3,1,2,2,1,4,1,room,kitchen ,cat,dance,playing ,running ,music,phone,gym,sun,33.671,171.785,171.787,16,183.049,1541.769,1541.798,3,"forms of water drops, rising up put of colors ",a mountain dripping down which theirs a sun in the middle ,"like an explosion, rocks being thrown out ",leaves like they are up-lifting one another ,circles (small and big) being lifting ,"roots, connecting one another, but also letting go ",being attacked (more dramtic),6.906,268.19,268.193,9,3,5,1,12,6,5,5,6,6,1,6,5,5,1,3,5,5,6,6,6,6,5,5,5,5,6,5,5,6,5,5,5,2,4,3,5,5,1,3,1,4,4,70,70,50,50,51,90,30,30,20,,71,90,80,50,30,100,20,90,70,8,5,2,I felt like i was getting tired (when the music was calm) but when the music was loud i was going fast like i moved fast. and ill blink a lot due to the colors and brightness ,3,3,2,1,2,1,1,3,3,1,2,1,1,2,3,2,1,1,2,3,1,4,1,food,computer ,sleep,homework,class,walking,cold,bathroom,water,tissues ,16.575,88.031,88.034,14,20,2,2,1,1,100,0
4/24/24 14:49,4/24/24 15:53,0,169.236.169.82,100,3873,1,4/24/24 15:53,R_3roxVL0TUerAcld,,,,,37.3257,-120.4999,anonymous,EN,2,78601,4,2,4,3,4,1,4,4,3,2,3,2,3,3,3,2,4,4,1,2,3,2,4,4,1,3,3,4,3,3,1,1,4,4,4,3,5,5,3,5,3,5,5,5,6,6,6,6,6,6,6,3,6,6,6,3,3,6,6,6,6,6,6,4,3,4,4,3,4,4,4,3,4,4,3,4,4,5,6,6,4,6,5,6,4,1,2,2,2,2,2,2,1,1,4,3,3,1,4,1,1,2,1,1,2,1,1,1,4,4,1,1,4,4,1,2,1,Humanity ,Bike ,Peace ,Nature,Resiliency ,Tree,Book,,,,17.381,162.786,180.022,10,161.555,1272.568,1272.569,3,"I think of happiness and it reminds me of an hot air balloon, looking down on some beautiful landscape( the bottom colors). ",I see a bit of mountains. ,"I think of negative emotions, sadness, pain, discomfort when looking at the colors black and white. ",I think of space/galaxies. ,The circles remind me of planets/space. It makes me think of how relatively small we are in comparison to space. Sort of like feeling awe. ,I think of nature when viewing this image. It looks like a close up image of leaves. It looks very flowy. The middle portion look a bit like a spine. ,"Neurons ,connections, plants is what I see here. ",5.844,619.725,619.729,17,2,2,2,6,6,6,6,6,6,2,6,6,6,2,2,6,6,6,5,6,6,3,6,6,3,3,2,6,6,6,5,5,4,5,1,4,5,1,1,1,1,1,86,86,71,90,86,100,89,21,9,80,80,80,11,10,80,9,0,81,0,10,10,0,It felt a bit dystopian. But for some reason I felt a bit more connected. I was able to fully immerse myself in it. It's like I could see things more clearly at times/hear things with more intensity. Because I was alone in the experience I feel like at some point I did start thinking about the universe/life. I think I experienced awe during this. Everything seemed really real. ,4,4,1,1,4,1,1,4,1,1,2,1,1,1,4,4,1,1,4,4,1,2,1,Universe ,Plants,Society ,Road,Mountain ,Perspective,Time ,,,,4.295,131.489,131.492,11,21,2,2,1,1,70,
4/25/24 11:59,4/25/24 12:56,0,169.236.169.82,100,3433,1,4/25/24 12:56,R_3wgKWavKy0Yfilq,,,,,37.3257,-120.4999,anonymous,EN,1,83512,4,2,1,5,5,1,2,4,2,1,1,3,4,2,3,1,2,5,5,5,1,2,3,2,1,2,5,3,3,5,1,3,3,4,2,7,7,4,7,7,7,6,7,7,5,2,4,7,6,7,7,2,7,6,5,1,7,7,5,7,6,7,4,3,4,4,4,4,4,4,4,4,4,4,5,2,3,7,6,5,5,6,1,5,6,1,1,2,1,2,2,2,1,1,3,3,3,3,3,1,4,3,2,2,2,4,1,1,2,3,4,1,3,2,1,2,1,word,estate,god,ball,white,mouse,juxtaposition,wire,football,humidifier,6.827,93.905,93.908,2,206.324,1594.429,1594.434,6,colorful fumes,sun and yellow magma and smoke,piercing flesh and blood,a tidal wave suspended in midair,a person's head and a tornado,green monster alien thing,trees and the plant cell structure,9.875,203.763,203.766,8,8,4,5,2,12,6,6,12,12,1,12,12,5,1,6,12,6,12,6,12,4,7,7,7,7,7,7,7,7,7,2,5,5,2,5,5,5,5,5,4,5,2,10,10,10,70,10,10,10,20,0,0,40,80,0,10,0,80,10,80,0,3,4,3,The music was loud and caught me off guard several times. The music combined with the visuals were droning and I felt drowsy. My mind started to introspect which allowed me to not be fully immersed in VR.,3,4,3,3,3,1,4,3,2,2,3,3,1,1,2,2,3,1,2,2,1,2,1,text,buddha,cupboard,fingers,electricity,allergies,mathematics,brother,sleeve,cart,1.626,106.774,106.777,3,21,1,2,2,2,100,10
4/25/24 15:02,4/25/24 15:41,0,169.236.169.82,100,2334,1,4/25/24 15:41,R_5IaX1RSQzYbrOt7,,,,,37.3257,-120.4999,anonymous,EN,2,70597,4,3,5,3,3,3,3,5,3,3,3,4,3,2,3,3,3,5,4,5,3,2,2,5,3,3,3,5,3,3,3,5,5,3,5,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,7,1,7,7,7,1,1,7,7,7,7,7,7,5,3,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,2,1,1,2,2,2,2,2,1,3,3,3,4,3,1,3,3,1,1,3,1,1,1,2,2,2,1,2,2,1,4,1,dog,chair,spoon,plane,ball,sand,shoe,bow,truck,sun,25.215,81.695,81.698,11,149.932,1170.137,1170.139,3,"lots of swirly colors, looks like a jamba juice ad","this picture looks like a cat closing its eyes, the cat also has a big yellow spot on his forehead",this image looks like there is a bridge with long dead grass plants falling from the sides,this image looks like a cracked or broken piece of makeup or dark eyeshadow color,"lots of circles, reminds me of a cookies and cream milkshake commercial",The image looks like a huge bird with a beak that is deformed,The top part almost looks like an alien head,7.715,248.295,248.298,9,0,7.6,1,12,12,12,12,12,12,1,12,12,12,1,1,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,3,3,3,2,1,2,4,1,2,3,2,3,40,100,11,13,40,100,40,13,10,2,2,24,1,51,9,11,30,21,30,10,7,0,i felt curious and wanted to see what the robots were building,3,4,1,3,3,1,3,3,1,1,4,1,1,1,3,3,1,1,1,2,1,4,1,cat,juice,jacket,bed,tv,mail,water,coffee,sky,nail,7.527,61.249,61.252,13,23,2,2,2,1,100,
4/25/24 15:51,4/25/24 17:17,0,169.236.169.82,100,5190,1,4/25/24 17:17,R_1OPCT4IOpzEAAjM,,,,,37.3257,-120.4999,anonymous,EN,1,86977,4,3,4,4,4,4,4,4,3,4,3,3,5,3,4,4,5,4,4,4,4,3,3,4,3,2,4,4,3,3,4,2,4,5,4,3,4,6,3,4,4,5,3,5,3,7,5,6,6,6,6,2,5,5,5,2,4,5,6,6,6,5,7,3,3,2,3,2,2,2,2,3,3,2,3,2,3,5,6,5,5,6,6,5,5,3,3,4,3,4,2,2,3,1,3,2,4,4,3,4,4,2,1,1,1,3,1,1,2,1,1,2,1,1,4,1,3,Buddha ,Clouds,Spirit,Head,Color,Food,Exercise,Mall,Graduation,Family,8.568,154.607,154.609,14,298.817,2429.007,2429.013,5,Paint war,I see the warm sun melting.,I see warm colors across this image. ,Something that would be in the art gallery,I see bright mutual colors in the image. The shapes are circles and splashes. ,I see a smoke blowing. ,What I imagine the depths of the ocean to look like. ,6.66,168.21,168.213,10,,3.5,1,12,6,12,12,12,12,1,6,6,6,2,1,4,6,12,12,6,12,5,4,4,4,5,5,4,5,4,4,4,5,3,5,5,4,3,1,5,5,1,100,100,50,11,50,100,100,100,51,100,100,100,100,0,0,10,0,50,0,10,10,0,"Coming into the experiment, I felt anxious and down due to life circumstances. However, during the VR experience, I lost any sense of trouble and felt very zen. I'm pretty sure I fell asleep but it felt like the end of a massage. ",4,4,1,1,4,1,1,3,1,1,3,1,1,1,4,3,1,1,3,3,1,2,1,Water,Fishes,Museum,Beach,Buddha,Mushrooms,Space,Rollarcoaster,Maasage,Calm,7.432,86.59,86.592,12,22,2,1,1,2,10,0
4/26/24 10:04,4/26/24 11:22,0,169.236.169.82,100,4661,1,4/26/24 11:22,R_1vZeuFdKcBxRHxE,,,,,37.3257,-120.4999,anonymous,EN,2,84295,4,1,5,2,2,1,5,2,2,1,1,3,3,2,2,1,3,3,3,3,3,1,3,3,5,4,4,1,3,3,5,2,1,1,5,5,4,6,3,7,7,7,5,5,3,2,6,5,5,5,7,2,5,5,5,1,1,6,7,2,5,6,7,4,4,3,4,3,3,2,4,2,4,3,3,5,3,6,6,6,6,6,5,7,6,2,1,2,2,2,1,2,1,1,3,3,2,1,3,1,1,2,1,1,3,2,1,3,3,2,3,2,3,3,1,3,1,light,dark,hole,water,refrigerator,toe,time,pill,banana,thought,34.497,165.663,180.01,13,130.694,1192.006,1192.007,3,"the coming together of different colors. dots, drip, the creation of something boundless limiting itself to the grounding only to begin to emerging more concretely on the right as the green, and yellow blob.","drip, dots, melting, spray. unification. contrasts","chaos, dalmation dog, spray paint, layers. It seems a bit drippy and explosive all at once. I see some smoke. I am also reminded of the villain of the new animated spiderman movie.",control. direction. drip. dots. Something falling down a mountain. feather. ,"expansion, direction, dots, cliffs, movement,  debris",majestic entity. the unfolding of something. ,"goo spreading, roots, the process of something spreading through some space.",8.487,890.472,890.476,22,6.5,5,3,3,6,6,6,5,12,2,5,5,3,2,3,6,3,3,5,5,6,5,6,3,5,7,6,6,6,6,2,4,2,5,1,1,5,1,1,1,1,2,0,0,0,0,0,70,0,0,0,0,50,61,80,0,69,0,0,40,0,8,9,1,"My VR experience was pretty cool. I felt unsettled by the humanlike figures and the noises bothered me a bit at time when I would get too close to the machines. I felt confined to the space. I enjoyed looking at the machinery process and the details of the VR setting. I felt lonely, almost what i picture existing during an apocalypse feels like. ",3,4,1,1,2,1,1,3,1,1,3,1,1,3,3,3,1,2,3,2,1,2,2,death,candy,numbers,creation,hands,bliss,web,space,conundrum ,ink,14.07,153.564,153.567,11,21,2,1,1,1,60,0
4/26/24 11:26,4/26/24 12:24,0,169.236.169.82,100,3522,1,4/26/24 12:24,R_2Ka8mWk7KjGUQbk,,,,,37.3257,-120.4999,anonymous,EN,1,86071,4,3,3,2,3,3,4,5,2,4,2,3,3,1,5,2,3,4,5,4,3,3,4,4,1,4,4,3,5,4,4,3,5,2,3,7,1,1,7,7,7,1,1,1,1,6,7,6,4,6,7,1,7,7,7,3,5,7,5,7,7,5,6,5,5,3,4,4,5,4,5,4,5,4,5,3,5,7,7,7,7,7,7,7,7,1,2,2,2,3,1,3,2,1,2,3,3,2,3,1,1,2,1,1,4,2,2,1,2,3,2,1,2,3,1,3,1,time,work,math,philosophy,essay,lunch,grades,vr,church,love,6.556,175.362,180.003,19,148.509,1598.677,1598.706,4,"melted rainbow, balloons",sun and mountains with stars in the sky,"dark sadness, mysterious","snail, smiling wink face",ghost figure hiding behind walls,"fish tails, the sea, seaweed","insect, jellyfish",3.225,214.952,214.954,14,2,2.4,4,12,5,6,5,3,5,2,5,1,6,4,5,6,4,12,12,5,12,7,1,1,7,7,7,1,1,7,3,5,4,4,4,3,5,1,1,2,4,3,90,0,0,100,81,89,89,100,39,100,51,74,89,63,70,95,86,100,71,8,7,4,Depending on the sounds and the shapes sometimes I would be nervous but other times I felt calm and safe,3,3,1,1,3,1,1,3,1,1,3,1,2,1,2,3,1,1,2,3,1,3,1,universe,connection,Lord,rest,bed,pink,circle,calm,birds,home,6.958,88.297,88.3,13,20,2,2,1,2,100,8
4/26/24 13:20,4/26/24 13:39,0,169.236.169.82,100,1127,1,4/26/24 13:39,R_6qHYzqsKmE2ltf8,,,,,37.3257,-120.4999,anonymous,EN,2,84391,4,2,5,4,3,4,3,4,4,3,2,5,5,3,3,3,4,4,5,4,5,2,5,4,5,5,5,5,3,5,5,3,4,5,4,3,7,6,2,2,5,5,6,4,5,6,6,6,6,6,6,4,7,7,4,3,5,5,7,6,6,6,3,4,4,1,4,4,3,4,3,3,3,3,3,4,2,4,5,5,5,7,5,6,6,2,3,3,3,4,2,4,3,4,3,2,4,2,1,1,3,2,3,1,2,3,4,4,2,1,2,3,3,2,1,2,3,toy,house,paper,pencil,theory,mind,car,cat,elevator,keyboard,1.48,61.808,61.812,3,31.978,31.978,31.98,1,"rainbow, very joyful ","circles, the letter up, smeared bumblebee. ","cylinders, tree trunks falling down",a big droplet of water falling on to the floor ,upside down jellyfish with water bubbles,"looks like something evil, very malicious  ","circles, a person surfing or skateboarding",0.569,379.559,379.563,19,5,7.8,12,12,6,5,6,5,12,4,12,12,4,3,4,5,6,12,6,12,2,4,6,6,3,5,3,7,7,5,5,5,4,2,5,4,5,5,4,4,4,4,72,2,10,26,44,49,2,59,2,2,1,40,63,20,95,74,51,59,3,8,8,7,very real and a bit scary ,1,1,3,2,1,1,2,1,2,1,1,3,4,2,1,1,2,4,1,1,1,2,3,stairs,ball,robot,cake,computer,building ,truck,train,tree,flower,1.797,88.644,88.647,12,20,2,2,1,2,98,21
4/26/24 13:40,4/26/24 14:53,0,169.236.169.82,100,4343,1,4/26/24 14:53,R_3xBLimfXuyTgXVn,,,,,37.3257,-120.4999,anonymous,EN,1,76609,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,3,4,4,4,2,4,3,3,4,4,3,4,4,3,4,4,3,3,3,3,4,5,6,5,5,3,6,5,6,5,5,6,6,5,5,6,5,6,4,4,5,5,5,6,3,4,4,5,4,2,2,3,2,3,3,3,4,3,2,5,5,3,5,6,6,6,6,6,6,5,2,2,4,1,2,4,3,2,2,3,3,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,phone,card,home,brother,car,cloud,computer,bed,water,food,1.636,115.637,115.64,17,132.384,1554.535,1554.56,6,rainbow paint that remind me of fruit,yellow and black paint,landscape like black ink,feathers,black painted spheres,plant goo,green goo,3.497,123.353,123.357,16,7,7,12,6,5,6,5,5,5,5,6,5,5,5,4,5,6,4,5,6,6,4,6,6,5,5,5,7,6,6,3,5,5,4,4,5,5,4,4,5,4,1,50,60,50,30,40,70,60,70,50,60,90,50,90,50,30,80,20,100,60,9,9,2,"Similar to a high. My body felt more heavy, and my mind tended to wander more. I forgot what I thought about during the VR experience. I liked when the shapes and colors rotated and moved along with the music. I also liked the vibrations with the music. I also liked the music too. I felt euphoric.",4,3,1,1,3,1,2,3,2,1,4,1,2,2,4,4,2,3,2,3,4,4,4,brother,computer,hands,clouds,car,food,water,roses,mail,bed,1.247,124.383,124.386,13,21,1,1,1,3,50,10
4/26/24 14:53,4/26/24 15:56,0,169.236.169.82,100,3779,1,4/26/24 15:56,R_2h9vGk62gkC25Ud,,,,,37.3257,-120.4999,anonymous,EN,2,86182,4,2,5,4,4,4,4,4,2,4,2,2,5,2,4,2,5,5,5,4,4,3,2,5,4,4,5,4,3,3,3,2,4,2,4,2,7,7,6,2,3,7,7,7,3,7,7,7,7,7,7,2,7,7,7,2,2,3,5,7,7,7,7,4,4,4,4,4,4,4,4,4,4,3,5,4,4,7,7,7,7,7,7,7,5,2,2,2,1,2,2,3,1,1,3,3,3,2,3,1,4,3,1,1,3,4,2,4,3,3,2,2,3,3,1,3,1,Apple,Pencil,Pin,Smell,Oats,Light,Shoes,Toy,Pear,Shirt,16.345,125.71,125.712,13,149.21,1198.663,1198.665,3,"Volcano, it looks like its erupting from the bottom ","Top circles give sun vibes, its usually where a sun is in a portrait ",Bridge or stairs because where one line ends the other goes up,"Waves or bird feathers, from the right to the left it looks like feathers","The shape on the left looks like a seal looing upwards, the whole image also reminds me of space","Leaf, it looks like a zoomed in leaf",I see upside down pear at the top,9.198,289.24,289.243,24,9.1,1.2,1,12,12,6,6,12,6,1,12,12,6,1,1,2,12,12,12,12,12,3,7,7,3,5,3,7,7,7,1,3,5,5,3,3,5,2,3,3,1,4,97,99,60,97,99,99,97,100,2,3,96,76,79,92,94,49,2,99,13,10,8,4,"It felt very fun to explore, I liked being able to mindlessly wander. I felt a bit anxious when the noise got super loud and I immediately wanted to move from the noise. Overall it was a unique experience. ",3,4,3,3,2,1,4,4,2,1,3,3,3,3,2,4,3,2,3,4,1,3,2,Can,Penny,Orange,Bug,Turtle,Kite,Sun,Lemon,Ice,Soap,3.689,61.991,61.993,12,18,2,2,2,1,100,
